Aadhaar,Month,Gender,Age,Height,Weight,BodyFat,MidArm,BMI,BMR
1234567319,2-2022,Gender.Female,70,158,47,21,0,19,947
1234567320,1-2022,Gender.Female,50,152,65,19,0,28,1189
1234567320,2-2022,Gender.Female,50,152,65,19,0,28,1189
1234567321,1-2022,Gender.Female,17,151,49,20,0,21,1188
1234567321,2-2022,Gender.Female,17,151,49,20,0,21,1188
1234567322,1-2022,Gender.Male,14,135,41,18,0,22,1189
1234567322,2-2022,Gender.Male,14,135,41,18,0,22,1189
1234567323,1-2022,Gender.Male,48,157,68,24,0,28,1426
1234567323,2-2022,Gender.Male,48,157,68,24,0,28,1426
1234567324,1-2022,Gender.Male,30,178,70,31,0,22,1668
1234567324,2-2022,Gender.Male,30,178,70,31,0,22,1668
1234567325,1-2022,Gender.Male,31,154,68,24,0,29,1493
1234567325,2-2022,Gender.Male,31,154,68,24,0,29,1493
1234567326,1-2022,Gender.Male,53,154,65,29,0,27,1353
1234567326,2-2022,Gender.Male,53,154,65,29,0,27,1353
1234567327,1-2022,Gender.Male,49,158,77,26,0,31,1518
1234567327,2-2022,Gender.Male,49,158,77,26,0,31,1518
1234567328,1-2022,Gender.Female,46,154,60,28,0,25,1172
1234567328,2-2022,Gender.Female,46,154,60,28,0,25,1172
1234567329,1-2022,Gender.Female,22,150,56,21,0,25,1227
1234567329,2-2022,Gender.Female,22,150,56,21,0,25,1227
1234567330,1-2022,Gender.Male,60,159,60,27,0,24,1299
1234567330,2-2022,Gender.Male,30,159,60,27,0,24,1449
1234567331,1-2022,Gender.Female,48,151,60,24,0,26,1143
1234567331,2-2022,Gender.Female,48,151,60,24,0,26,1143
1234567332,1-2022,Gender.Male,47,160,65,21,0,25,1420
1234567332,2-2022,Gender.Male,47,160,65,21,0,25,1420
1234567333,1-2022,Gender.Male,17,140,36,20,0,18,1155
1234567333,2-2022,Gender.Male,17,140,36,20,0,18,1155
1234567334,1-2022,Gender.Female,52,158,52,23,0,21,1087
1234567334,2-2022,Gender.Female,52,158,52,23,0,21,1087
1234567335,1-2022,Gender.Male,45,156,68,24,0,28,1435
1234567335,2-2022,Gender.Male,45,156,68,24,0,28,1435
1234567336,1-2022,Gender.Female,38,150,60,25,0,27,1187
1234567336,2-2022,Gender.Female,38,150,60,25,0,27,1187
1234567337,1-2022,Gender.Male,21,160,64,23,0,25,1540
1234567337,2-2022,Gender.Male,21,160,64,23,0,25,1540
1234567338,1-2022,Gender.Female,17,145,47,21,0,22,1130
1234567338,2-2022,Gender.Female,17,145,47,21,0,22,1130
1234567339,1-2022,Gender.Female,48,141,59,23,0,30,1070
1234567339,2-2022,Gender.Female,48,141,59,23,0,30,1070
1234567340,1-2022,Gender.Male,19,180,80,24,0,25,1835
1234567340,2-2022,Gender.Male,19,180,80,24,0,25,1835
1234567341,1-2022,Gender.Female,56,171,60,23,0,21,1228
1234567341,2-2022,Gender.Female,56,171,60,23,0,21,1228
1234567342,1-2022,Gender.Male,15,146,52,24,0,24,1363
1234567342,2-2022,Gender.Male,15,146,52,24,0,24,1363
1234567343,1-2022,Gender.Female,14,148,49,21,0,22,1184
1234567343,2-2022,Gender.Female,14,148,49,21,0,22,1184
1234567344,1-2022,Gender.Female,37,173,60,27,0,20,1335
1234567344,2-2022,Gender.Female,37,173,60,27,0,20,1335
1234567345,1-2022,Gender.Male,34,168,68,29,0,24,1565
1234567345,2-2022,Gender.Male,34,168,68,29,0,24,1565
1234567346,1-2022,Gender.Female,26,135,41,25,0,22,963
1234567346,2-2022,Gender.Female,26,135,41,25,0,22,963
1234567347,1-2022,Gender.Male,8,128,20,0,0,12,965
1234567347,2-2022,Gender.Male,8,128,20,0,0,12,965
1234567348,1-2022,Gender.Male,53,156,60,27,0,25,1315
1234567348,2-2022,Gender.Male,53,156,60,27,0,25,1315
1234567349,1-2022,Gender.Male,49,154,70,23,0,30,1423
1234567349,2-2022,Gender.Male,49,154,70,23,0,30,1423
1234567350,1-2022,Gender.Female,18,145,47,23,0,22,1125
1234567350,2-2022,Gender.Female,18,145,47,23,0,22,1125
1234567351,1-2022,Gender.Female,43,158,71,28,0,28,1322
1234567351,2-2022,Gender.Female,43,158,71,28,0,28,1322
1234567352,1-2022,Gender.Male,69,170,69,24,0,24,1413
1234567352,2-2022,Gender.Male,69,170,69,24,0,24,1413
1234567773,1-2022,Gender.Female,46,154,58,24,0,24,1152
1234567773,2-2022,Gender.Female,46,154,58,24,0,24,1152
1234567774,1-2022,Gender.Male,32,178,60,28,0,19,1558
1234567774,2-2022,Gender.Male,32,178,60,28,0,19,1558
1234567775,1-2022,Gender.Female,30,138,61,27,0,32,1162
1234567775,2-2022,Gender.Female,30,138,61,27,0,32,1162
1234567776,1-2022,Gender.Female,25,157,42,26,0,17,1115
1234567776,2-2022,Gender.Female,25,157,42,26,0,17,1115
1234567777,1-2022,Gender.Male,40,154,72,29,0,30,1488
1234567777,2-2022,Gender.Male,40,154,72,29,0,30,1488
1234567778,1-2022,Gender.Female,73,149,54,26,0,24,945
1234567778,2-2022,Gender.Female,73,149,54,26,0,24,945
1234567779,1-2022,Gender.Male,83,142,43,19,0,21,908
1234567779,2-2022,Gender.Male,83,142,43,19,0,21,908
1234567811,1-2022,Gender.Female,61,142,48,23,0,24,902
1234567811,2-2022,Gender.Female,61,142,48,23,0,24,902
1234567818,1-2022,Gender.Female,78,140,40,19,0,20,724
1234567818,2-2022,Gender.Female,78,140,40,19,0,20,724
1234567822,1-2022,Gender.Male,41,171,71,29,0,24,1579
1234567822,2-2022,Gender.Male,41,171,71,29,0,24,1579
1234567823,1-2022,Gender.Female,38,143,55,21,0,27,1093
1234567823,2-2022,Gender.Female,38,143,55,21,0,27,1093
1234567824,1-2022,Gender.Female,9,102,23,0,16,22,662
1234567824,2-2022,Gender.Female,9,102,23,0,16,22,662
1234567825,1-2022,Gender.Male,29,177,81,32,0,26,1776
1234567825,2-2022,Gender.Male,29,177,81,32,0,26,1776
1234567826,1-2022,Gender.Female,28,169,60,29,0,21,1355
1234567826,2-2022,Gender.Female,28,169,60,29,0,21,1355
1234567827,1-2022,Gender.Female,7,104,25,0,18,23,704
1234567827,2-2022,Gender.Female,7,104,25,0,18,23,704
1234567828,1-2022,Gender.Male,40,150,59,27,0,26,1333
1234567828,2-2022,Gender.Male,40,150,59,27,0,26,1333
1234567829,1-2022,Gender.Female,36,149,60,21,0,27,1190
1234567829,2-2022,Gender.Female,36,149,60,21,0,27,1190
1234567830,1-2022,Gender.Female,10,109,33,12,0,28,800
1234567830,2-2022,Gender.Female,10,109,33,12,0,28,800
1234567831,1-2022,Gender.Male,44,160,74,28,0,29,1359
1234567831,2-2022,Gender.Male,44,160,74,28,0,29,1359
1234567832,1-2022,Gender.Female,18,149,43,22,0,19,1110
1234567832,2-2022,Gender.Female,18,149,43,22,0,19,1110
1234567833,1-2022,Gender.Male,17,150,45,29,0,20,1142
1234567833,2-2022,Gender.Male,17,150,45,29,0,20,1142
1234567834,1-2022,Gender.Male,53,154,65,30,0,27,1187
1234567834,2-2022,Gender.Male,53,154,65,30,0,27,1187
1234567835,1-2022,Gender.Female,49,145,60,33,0,29,1100
1234567835,2-2022,Gender.Female,49,145,60,33,0,29,1100
1234567836,1-2022,Gender.Male,31,154,68,24,0,29,1327
1234567836,2-2022,Gender.Male,31,154,68,24,0,29,1327
1234567837,1-2022,Gender.Female,30,150,65,23,0,29,1277
1234567837,2-2022,Gender.Female,30,150,65,23,0,29,1277
1234567838,1-2022,Gender.Male,17,148,43,21,0,20,1109
1234567838,2-2022,Gender.Male,17,148,43,21,0,20,1109
1234567839,1-2022,Gender.Male,15,135,48,25,0,26,1088
1234567839,2-2022,Gender.Male,15,135,48,25,0,26,1088
1234567840,1-2022,Gender.Female,13,115,38,27,0,29,873
1234567840,2-2022,Gender.Female,13,115,38,27,0,29,873
1234567841,1-2022,Gender.Male,30,178,70,20,0,22,1502
1234567841,2-2022,Gender.Male,30,178,70,20,0,22,1502
1234567842,1-2022,Gender.Female,26,142,40,18,0,20,997
1234567842,2-2022,Gender.Female,26,142,40,18,0,20,997
1234567843,1-2022,Gender.Female,48,151,60,32,0,26,1143
1234567843,2-2022,Gender.Female,48,151,60,32,0,26,1143
1234567844,1-2022,Gender.Male,49,158,77,34,0,31,1352
1234567844,2-2022,Gender.Male,49,158,77,34,0,31,1352
1234567845,1-2022,Gender.Female,46,154,60,28,0,25,1172
1234567845,2-2022,Gender.Female,46,154,60,28,0,25,1172
1234567846,1-2022,Gender.Female,22,150,56,24,0,25,1227
1234567846,2-2022,Gender.Female,22,150,56,24,0,25,1227
1234567847,1-2022,Gender.Male,30,159,60,27,0,24,1283
1234567847,2-2022,Gender.Male,30,159,60,27,0,24,1283
1234567848,1-2022,Gender.Male,52,158,52,29,0,21,1087
1234567848,2-2022,Gender.Male,52,158,52,29,0,21,1087
1234567849,1-2022,Gender.Female,50,169,59,28,0,21,1235
1234567849,2-2022,Gender.Female,50,169,59,28,0,21,1235
1234567850,1-2022,Gender.Male,47,160,65,32,0,25,1254
1234567850,2-2022,Gender.Male,47,160,65,32,0,25,1254
1234567851,1-2022,Gender.Female,46,151,60,34,0,26,1153
1234567851,2-2022,Gender.Female,46,151,60,34,0,26,1153
1234567852,1-2022,Gender.Female,17,140,36,20,0,18,989
1234567852,2-2022,Gender.Female,17,140,36,20,0,18,989
1234567853,1-2022,Gender.Male,45,156,68,30,0,28,1269
1234567853,2-2022,Gender.Male,45,156,68,30,0,28,1269
1234567854,1-2022,Gender.Female,38,150,60,35,0,27,1187
1234567854,2-2022,Gender.Female,38,150,60,35,0,27,1187
1234567855,1-2022,Gender.Male,21,160,64,30,0,25,1374
1234567855,2-2022,Gender.Male,21,160,64,30,0,25,1374
1234567856,1-2022,Gender.Male,17,145,47,18,0,22,1130
1234567856,2-2022,Gender.Male,17,145,47,18,0,22,1130
1234567857,1-2022,Gender.Female,48,141,59,40,0,30,1070
1234567857,2-2022,Gender.Female,48,141,59,40,0,30,1070
1234567858,1-2022,Gender.Male,19,180,80,23,0,25,1669
1234567858,2-2022,Gender.Male,19,180,80,23,0,25,1669
1234567859,1-2022,Gender.Female,56,171,60,20,0,21,1228
1234567859,2-2022,Gender.Female,56,171,60,20,0,21,1228
1234567860,1-2022,Gender.Male,15,178,71,21,0,22,1587
1234567860,2-2022,Gender.Male,15,178,71,21,0,22,1587
1234567861,1-2022,Gender.Female,14,148,49,19,0,22,1184
1234567861,2-2022,Gender.Female,14,148,49,19,0,22,1184
1234567862,1-2022,Gender.Female,37,173,60,23,0,20,1335
1234567862,2-2022,Gender.Female,37,173,60,23,0,20,1335
1234567863,1-2022,Gender.Male,34,168,68,24,0,24,1399
1234567863,2-2022,Gender.Male,34,168,68,24,0,24,1399
1234567864,1-2022,Gender.Female,26,128,38,17,0,23,889
1234567864,2-2022,Gender.Female,26,128,38,17,0,23,889
1234567865,1-2022,Gender.Male,8,108,20,0,14,17,674
1234567865,2-2022,Gender.Male,8,108,20,0,14,17,674
1234567866,1-2022,Gender.Male,53,156,60,24,0,25,1149
1234567866,2-2022,Gender.Male,53,156,60,24,0,25,1149
1234567867,1-2022,Gender.Female,43,158,71,36,0,28,1322
1234567867,2-2022,Gender.Female,43,158,71,36,0,28,1322
1234567868,1-2022,Gender.Male,49,154,70,33,0,30,1257
1234567868,2-2022,Gender.Male,49,154,70,33,0,30,1257
1234567869,1-2022,Gender.Female,18,145,47,21,0,22,1125
1234567869,2-2022,Gender.Female,18,145,47,21,0,22,1125
1234567870,1-2022,Gender.Male,42,170,69,23,0,24,1382
1234567870,2-2022,Gender.Male,42,170,69,23,0,24,1382
1234567871,1-2022,Gender.Female,45,165,60,20,0,22,1245
1234567871,2-2022,Gender.Female,45,165,60,20,0,22,1245
1234567872,1-2022,Gender.Male,46,154,58,22,0,24,1152
1234567872,2-2022,Gender.Male,46,154,58,22,0,24,1152
1234567873,1-2022,Gender.Female,47,145,60,27,0,29,1110
1234567873,2-2022,Gender.Female,47,145,60,27,0,29,1110
1234567874,1-2022,Gender.Male,26,147,56,24,0,26,1188
1234567874,2-2022,Gender.Male,26,147,56,24,0,26,1188
1234567875,1-2022,Gender.Female,24,154,57,21,0,24,1252
1234567875,2-2022,Gender.Female,24,154,57,21,0,24,1252
1234567876,1-2022,Gender.Male,32,178,60,20,0,19,1392
1234567876,2-2022,Gender.Male,32,178,60,20,0,19,1392
1234567877,1-2022,Gender.Female,30,138,60,34,0,32,1152
1234567877,2-2022,Gender.Female,30,138,60,34,0,32,1152
1234567878,1-2022,Gender.Male,25,157,42,17,0,17,1115
1234567878,2-2022,Gender.Male,25,157,42,17,0,17,1115
1234567879,1-2022,Gender.Male,40,154,72,29,0,30,1322
1234567879,2-2022,Gender.Male,40,154,72,29,0,30,1322
1234567880,1-2022,Gender.Female,73,149,54,22,0,24,945
1234567880,2-2022,Gender.Female,73,149,54,22,0,24,945
1234567881,1-2022,Gender.Female,73,149,42,18,0,19,825
1234567881,2-2022,Gender.Female,73,149,42,18,0,19,825
1234567882,1-2022,Gender.Male,83,142,43,20,0,21,742
1234567882,2-2022,Gender.Male,83,142,43,20,0,21,742
1234567883,1-2022,Gender.Female,81,142,48,22,0,24,802
1234567883,2-2022,Gender.Female,81,142,48,22,0,24,802
1234567884,1-2022,Gender.Female,78,140,40,19,0,20,724
1234567884,2-2022,Gender.Female,78,140,40,19,0,20,724
1234567885,1-2022,Gender.Male,29,177,81,25,0,26,1610
1234567885,2-2022,Gender.Male,29,177,81,25,0,26,1610
1234567886,1-2022,Gender.Female,28,169,60,20,0,21,1355
1234567886,2-2022,Gender.Female,28,169,60,20,0,21,1355
1234567887,1-2022,Gender.Female,7,104,25,0,13,23,704
1234567887,2-2022,Gender.Female,7,104,25,0,13,23,704
1234567888,1-2022,Gender.Male,40,150,59,24,0,26,1167
1234567888,2-2022,Gender.Male,40,150,59,24,0,26,1167
1234567889,1-2022,Gender.Female,36,149,60,26,0,27,1190
1234567889,2-2022,Gender.Female,36,149,60,26,0,27,1190
1234567890,1-2022,Gender.Female,10,140,33,0,11,0,994
1234567890,2-2022,Gender.Female,10,140,33,0,11,0,994
1234567891,1-2022,Gender.Female,18,160,50,18,0,20,1249
1234567891,2-2022,Gender.Female,18,160,50,18,0,20,1249
1234567892,1-2022,Gender.Male,17,177,70,20,0,22,1560
1234567892,2-2022,Gender.Male,17,177,70,20,0,22,1560
1234567893,1-2022,Gender.Male,44,180,74,22,0,23,1484
1234567893,2-2022,Gender.Male,44,180,74,22,0,23,1484
1234567894,1-2022,Gender.Male,41,171,71,23,0,24,1413
1234567894,2-2022,Gender.Male,41,171,71,23,0,24,1413
1234567895,1-2022,Gender.Female,38,143,55,25,0,27,1093
1234567895,2-2022,Gender.Female,38,143,55,25,0,27,1093
1234567896,1-2022,Gender.Female,9,120,22,0,11,0,764
1234567896,2-2022,Gender.Female,9,120,22,0,11,0,764
1234567897,1-2022,Gender.Male,13,130,45,0,16,27,1037
1234567897,2-2022,Gender.Male,13,130,45,0,16,27,1037
1234567898,1-2022,Gender.Male,5,110,13,0,9,0,632
1234567898,2-2022,Gender.Male,5,110,13,0,9,0,632
123456789001,1-2022,Gender.Male,1,90,6,0,6,0,457
123456789001,2-2022,Gender.Male,1,90,6,0,6,0,457
200512980367,1-2022,Gender.Female,32,150,60,25,0,27,1217
200512980367,2-2022,Gender.Female,32,150,60,25,0,27,1217
237292051380,1-2022,Gender.Male,1,100,12,0,6,0,579
237292051380,2-2022,Gender.Male,1,100,12,0,6,0,579
278237141004,1-2022,Gender.Female,6,120,19,0,13,0,749
278237141004,2-2022,Gender.Female,6,120,19,0,13,0,749
280997137253,1-2022,Gender.Female,3,110,15,0,9,0,662
280997137253,2-2022,Gender.Female,3,110,15,0,9,0,662
281334862992,1-2022,Gender.Female,38,178,63,17,0,20,1392
281334862992,2-2022,Gender.Female,38,178,63,17,0,20,1392
303388786343,1-2022,Gender.Male,32,168,60,20,0,21,1329
303388786343,2-2022,Gender.Male,32,168,60,20,0,21,1329
312894631619,1-2022,Gender.Female,29,163,58,19,0,22,1293
312894631619,2-2022,Gender.Female,29,163,58,19,0,22,1293
366512133803,1-2022,Gender.Male,17,174,65,19,0,21,1492
366512133803,2-2022,Gender.Male,17,174,65,19,0,21,1492
384906521630,1-2022,Gender.Male,50,157,60,22,0,24,1170
384906521630,2-2022,Gender.Male,50,157,60,22,0,24,1170
388860389218,1-2022,Gender.Female,16,147,50,20,0,23,1178
388860389218,2-2022,Gender.Female,16,147,50,20,0,23,1178
390508306934,1-2022,Gender.Male,39,170,79,25,0,27,1497
390508306934,2-2022,Gender.Male,39,170,79,25,0,27,1497
399793412075,1-2022,Gender.Male,49,176,75,22,0,24,1444
399793412075,2-2022,Gender.Male,49,176,75,22,0,24,1444
402102572577,1-2022,Gender.Female,46,168,80,26,0,28,1459
402102572577,2-2022,Gender.Female,46,168,80,26,0,28,1459
402219859926,1-2022,Gender.Female,17,172,60,18,0,20,1429
402219859926,2-2022,Gender.Female,17,172,60,18,0,20,1429
408011045470,1-2022,Gender.Male,12,136,29,0,18,0,919
408011045470,2-2022,Gender.Male,12,136,29,0,18,0,919
422743870038,1-2022,Gender.Male,51,151,49,24,0,22,1180
422743870038,2-2022,Gender.Male,51,151,49,24,0,22,1180
423542713786,1-2022,Gender.Female,47,157,62,23,0,25,1205
423542713786,2-2022,Gender.Female,47,157,62,23,0,25,1205
425910618622,1-2022,Gender.Female,45,165,60,26,0,22,1245
425910618622,2-2022,Gender.Female,45,165,60,26,0,22,1245
431871990480,1-2022,Gender.Male,20,160,60,21,0,23,1339
431871990480,2-2022,Gender.Male,20,160,60,21,0,23,1339
454238476010,1-2022,Gender.Male,61,178,70,19,0,22,1347
454238476010,2-2022,Gender.Male,61,178,70,19,0,22,1347
467491204688,1-2022,Gender.Female,59,160,50,18,0,20,1044
467491204688,2-2022,Gender.Female,59,160,50,18,0,20,1044
477237165312,1-2022,Gender.Male,33,178,80,22,0,25,1587
477237165312,2-2022,Gender.Male,33,178,80,22,0,25,1587
492349936230,1-2022,Gender.Male,32,179,80,22,0,25,1598
492349936230,2-2022,Gender.Male,32,179,80,22,0,25,1598
492635584674,1-2022,Gender.Female,8,135,28,0,14,0,923
492635584674,2-2022,Gender.Female,8,135,28,0,14,0,923
507172370945,1-2022,Gender.Male,3,70,18,0,9,0,442
507172370945,2-2022,Gender.Male,3,70,18,0,9,0,442
509786991748,1-2022,Gender.Male,10,130,28,0,16,0,882
509786991748,2-2022,Gender.Male,10,130,28,0,16,0,882
540056833323,1-2022,Gender.Female,4,105,18,0,16,0,655
540056833323,2-2022,Gender.Female,4,105,18,0,16,0,655
543994073922,1-2022,Gender.Male,3,90,12,0,9,0,507
543994073922,2-2022,Gender.Male,3,90,12,0,9,0,507
548860772600,1-2022,Gender.Male,49,150,60,25,0,27,1132
548860772600,2-2022,Gender.Male,49,150,60,25,0,27,1132
553745163393,1-2022,Gender.Female,21,150,57,22,0,25,1242
553745163393,2-2022,Gender.Female,21,150,57,22,0,25,1242
590701390399,1-2022,Gender.Male,28,159,60,23,0,24,1293
590701390399,2-2022,Gender.Male,28,159,60,23,0,24,1293
593968857711,1-2022,Gender.Male,1,90,9,0,8,0,487
593968857711,2-2022,Gender.Male,1,90,9,0,8,0,487
599588963434,1-2022,Gender.Male,16,178,50,16,0,16,1372
599588963434,2-2022,Gender.Male,16,178,50,16,0,16,1372
614066747482,1-2022,Gender.Male,16,172,72,23,0,24,1554
614066747482,2-2022,Gender.Male,16,172,72,23,0,24,1554
614649442600,1-2022,Gender.Female,16,134,40,21,0,22,997
614649442600,2-2022,Gender.Female,16,134,40,21,0,22,997
615680810345,1-2022,Gender.Female,30,151,65,26,0,29,1283
615680810345,2-2022,Gender.Female,30,151,65,26,0,29,1283
680128785385,1-2022,Gender.Male,23,162,62,21,0,24,1357
680128785385,2-2022,Gender.Male,23,162,62,21,0,24,1357
700519504110,1-2022,Gender.Male,32,167,63,21,0,23,1353
700519504110,2-2022,Gender.Male,32,167,63,21,0,23,1353
705334452726,1-2022,Gender.Female,29,159,51,19,0,20,1198
705334452726,2-2022,Gender.Female,29,159,51,19,0,20,1198
709730975380,1-2022,Gender.Male,1,80,7,0,9,0,404
709730975380,2-2022,Gender.Male,1,80,7,0,9,0,404
716703188655,1-2022,Gender.Female,3,100,14,0,11,0,589
716703188655,2-2022,Gender.Female,3,100,14,0,11,0,589
722708543739,1-2022,Gender.Male,50,157,65,23,0,26,1220
722708543739,2-2022,Gender.Male,50,157,65,23,0,26,1220
734036567725,1-2022,Gender.Female,42,147,60,26,0,28,1148
734036567725,2-2022,Gender.Female,42,147,60,26,0,28,1148
734602245702,1-2022,Gender.Female,22,132,58,26,0,33,1134
734602245702,2-2022,Gender.Female,22,132,58,26,0,33,1134
735866149377,1-2022,Gender.Male,19,154,54,21,0,23,1247
735866149377,2-2022,Gender.Male,19,154,54,21,0,23,1247
754843151516,1-2022,Gender.Male,24,172,68,21,0,23,1474
754843151516,2-2022,Gender.Male,24,172,68,21,0,23,1474
759181957156,1-2022,Gender.Male,60,172,78,24,0,26,1394
759181957156,2-2022,Gender.Male,60,172,78,24,0,26,1394
773762065539,1-2022,Gender.Female,15,145,40,17,0,19,1070
773762065539,2-2022,Gender.Female,15,145,40,17,0,19,1070
777382585905,1-2022,Gender.Male,57,157,72,27,0,29,1255
777382585905,2-2022,Gender.Male,57,157,72,27,0,29,1255
778378647685,1-2022,Gender.Female,3,110,18,0,9,0,692
778378647685,2-2022,Gender.Female,3,110,18,0,9,0,692
779810371071,1-2022,Gender.Male,19,154,65,24,0,27,1357
779810371071,2-2022,Gender.Male,19,154,65,24,0,27,1357
804987025197,1-2022,Gender.Female,28,154,57,21,0,24,1232
804987025197,2-2022,Gender.Female,28,154,57,21,0,24,1232
811402597054,1-2022,Gender.Male,15,145,40,17,0,19,1070
811402597054,2-2022,Gender.Male,15,145,40,17,0,19,1070
824483071931,1-2022,Gender.Male,60,150,56,23,0,25,1037
824483071931,2-2022,Gender.Male,60,150,56,23,0,25,1037
825360666370,1-2022,Gender.Female,57,156,69,25,0,28,1219
825360666370,2-2022,Gender.Female,57,156,69,25,0,28,1219
849048687729,1-2022,Gender.Male,38,154,65,25,0,27,1262
849048687729,2-2022,Gender.Male,38,154,65,25,0,27,1262
899940797448,1-2022,Gender.Male,26,157,60,22,0,24,1290
899940797448,2-2022,Gender.Male,26,157,60,22,0,24,1290
923345668286,1-2022,Gender.Male,26,150,56,22,0,25,1207
923345668286,2-2022,Gender.Male,26,150,56,22,0,25,1207
925648752750,1-2022,Gender.Female,30,151,65,26,0,29,1283
925648752750,2-2022,Gender.Female,30,151,65,26,0,29,1283
940201987740,1-2022,Gender.Male,19,154,65,24,0,27,1357
940201987740,2-2022,Gender.Male,19,154,65,24,0,27,1357
987419958816,1-2022,Gender.Female,57,156,69,25,0,28,1219
987419958816,2-2022,Gender.Female,57,156,69,25,0,28,1219
990095966133,1-2022,Gender.Male,15,145,40,17,0,19,1070
990095966133,2-2022,Gender.Male,15,145,40,17,0,19,1070
